"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"4331","NULL","NULL","man removes underwear under pants","Home Video","COMEDY","","","","","","","","",""
"4336","NULL","NULL","A woman hammers out wall tiles.","Home Video","DESTRUCTION","","","","","","","","",""
"4340","NULL","NULL","2 men destroy 3 cardboard Jeopardy booths.","Home Video","DESTRUCTION","","","","","","","","",""
"4341","NULL","NULL","People smash a calculator.","Home Video","DESTRUCTION","","","","","","","","",""
"4342","NULL","NULL","Men smash and burn a TV and a computer.","Home Video","DESTRUCTION","","","","","","","","",""
"4344","NULL","NULL","Time lapse video of people demolishing a wall.","Home Video","DESTRUCTION","","","","","","","","",""
"4345","NULL","NULL","A woman tells a joke","Demonstration","COMEDY","","","","","","","","",""
"4346","NULL","NULL","Boys doing skateboard tricks that don't work out very well, more often than not falling down. People falling down is funny.","Amateur Footage","COMEDY","","","","","","","","",""
"4348","NULL","NULL","A man tells jokes to a room full of people","Home Video","COMEDY","","","","","","","","",""
"4358","NULL","NULL","Playing badminton","Home Video","SPORTS","","","","","","","","",""
"4360","NULL","NULL","Family celebrates at Benihana","Home Video","CELEBRATION","","","","","","","","",""
"4361","NULL","NULL","song spoof","Performance","COMEDY","","","","","","","","",""
"4365","NULL","NULL","man speaking french with gross teeth","Amateur Footage","COMEDY","","","","","","","","",""
"4379","NULL","NULL","amateur production company skit","Amateur Footage","COMEDY","","","","","","","","",""
"4382","NULL","NULL","stand up comedy","Performance","COMEDY","","","","","","","","",""
"4385","NULL","NULL","stand up comedy","Performance","COMEDY","","","","","","","","",""
"4386","NULL","NULL","'Jack Ass' style imitation","Amateur Footage","COMEDY","","","","","","","","",""
"4388","NULL","NULL","ice fishing","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"4401","NULL","NULL","People celebrating Obama's victory in the streets.","Home Video","CELEBRATION","","","","","","","","",""
"4404","NULL","NULL","Celebrating number of Twitter followers with Champagne in paper cups.","Home Video","CELEBRATION","","","","","","","","",""
"4405","NULL","NULL","Video of someone obsessed with the sound of a can of Coke opening.","Home Video","FOOD & DRINK","","","","","","","","",""
"4409","NULL","NULL","A man climbs around a large rock.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"4412","NULL","NULL","2 men smash 2 sheds.","Home Video","DESTRUCTION","","","","","","","","",""
"4415","NULL","NULL","person shows how to shoot a penalty shot","Demonstration","SPORTS","","","","","","","","",""
"4416","NULL","NULL","A man smashes a printer in a parking lot.","Home Video","DESTRUCTION","","","","","","","","",""
"4418","NULL","NULL","person showing a variation on taking a penalty shot","Demonstration","SPORTS","","","","","","","","",""
"4420","NULL","NULL","People use a sword to break soda cans. a bucket, an excercise ball, and a broom.","Home Video","DESTRUCTION","","","","","","","","",""
"4421","NULL","NULL","2 men throw a couch from a balcony.","Home Video","DESTRUCTION","","","","","","","","",""
"4424","NULL","NULL","People smash a large snow sculpture of a video game controller.","Home Video","DESTRUCTION","","","","","","","","",""
"4426","NULL","NULL","A man breaks his laptop with his fist.","Home Video","DESTRUCTION","","","","","","","","",""
"4431","NULL","NULL","People shoot monitors.","Home Video","DESTRUCTION","","","","","","","","",""
"4438","NULL","NULL","Two men smash furniture with sledge hammers.","Home Video","DESTRUCTION","","","","","","","","",""
"4442","NULL","NULL","A man pries open a metal truck box.","Home Video","DESTRUCTION","","","","","","","","",""
"4448","NULL","NULL","People drink hot chocolate.","Home Video","FOOD & DRINK","","","","","","","","",""
"4449","NULL","NULL","A man rides a motorbike.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"4469","NULL","NULL","Demonstrates the training of a police dog","Demonstration","ANIMALS","","","","","","","","",""
"4470","NULL","NULL","Discusses an exercise program for people and dogs to do together","Demonstration","ANIMALS","","","","","","","","",""
"4471","NULL","NULL","A man throws and kicks a computer.","Advertisement (public domain)","DESTRUCTION","","","","","","","","",""
"4473","NULL","NULL","How to repair an XBox 360.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"386","NULL","NULL","Person tells a joke.","Home Video","Joke Telling","","","","","","","","",""
"389","NULL","NULL","A group of teens break things with bats.","Home Video","DESTRUCTION","","","","","","","","",""
"496","NULL","NULL","Birthday party.","Home Video","CELEBRATION","","","","","","","","",""
"520","NULL","NULL","young adults tailgating and attending a baseball game","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"545","NULL","NULL","Two men in monk's robes have a discussion in a foreign language.","Home Video","UNKNOWN","","","","","","","","",""
"637","P002","near_miss","An old-time black and white silent clip showing a baseball game in California. No runs are batted in.","Other","MED_10_EVENTS","","","","","","no","yes","no","no"
"849","P003","near_miss","A gentleman is interviewed about a vegan cake that he baked. The baker also discusses why he chooses to eat vegan.","Home Video","MED_10_EVENTS","A home kitchen & dark room.","Two people, cake, jacket","Talking ","normal","normal","yes","no","no","no"
"932","NULL","NULL","A man says it's Thanksgiving and talks about the fact that he made a cake, then shows it. We don't see him make it, and it's not decorated.","Home Video","FOOD & DRINK","","","","","","","","",""
"1100","P001","near_miss","Footage of a campsite, where several tents have already been assembled.","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"1157","NULL","NULL","In a parking lot two men play wiffle ball. The pitcher issues a challenge to the batter, then beans him on purpose. The batsman retaliates","Home Video","SPORTS","","","","","","","","",""
"1503","P002","near_miss","Video of a girl's at bat in a softball game during which she hits 19 fouls balls, then a single. No runs are batted in.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"1589","P003","near_miss","A demonstration on how to assemble a cake.","Home Video","MED_10_EVENTS","Kitchen","Pastry brush, bread knife, mixing bowl, simple-syrup, wrist watch, pot, tray,tile, offset spatula","Brushing, spreading,placing cake layer, cuting","normal","normal","yes","no","yes","no"
"1617","P002","near_miss","In a youth baseball game, a batter hits a foul ball. Then gets a hit, but fails to score any runners.","Home Video","MED_10_EVENTS","youth basbeall field","players, safety baseballs, pitching machine, coaches","foul ball, using a pitching machine","normal","normal","yes","no","no","no"
"1633","NULL","NULL","Mom reading to baby","Home Video","UNKNOWN","","","","","","","","",""
"1690","P001","near_miss","child straightens a tent that has not been set up","Home Video","MED_10_EVENTS","outdoors, daytime","child, tent shell","preparation of setting up shelter, but no actual setting up of shelter","normal","normal","yes","no","no","no"
"1705","NULL","NULL","Pitcher on the mound throws a no-hitter.","Amateur Footage","SPORTS","","","","","","","","",""
"1711","NULL","NULL","Footage of a fmily living in what seems to be a remote area.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"1716","NULL","NULL","A child hangs out in a pillow fort.","Home Video","INFORMATIVE","","","","","","","","",""
"1717","NULL","NULL","Footage from a contest innvolving Legos.","Home Video","INFORMATIVE","","","","","","","","",""
"1721","NULL","NULL","A commercial for a fair trade coffee company.","Advertisement (public domain)","INFORMATIVE","","","","","","","","",""
"1730","NULL","NULL","Footage from a person's trip into Philadelphia.","Amateur Footage","VEHICLES","","","","","","","","",""
"1740","NULL","NULL","Discussion of the texts that are going to be used for a linguistics course.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"1743","NULL","NULL","A professor gives an introduction to his linguistics course.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"1746","NULL","NULL","Kids underwater and swimming","Home Video","UNKNOWN","","","","","","","","",""
"1749","NULL","NULL","A young skatboarder drops in onto a small half-pipe ramp.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"1756","NULL","NULL","Footage from a Critical MAss ride.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"1759","NULL","NULL","Rev. Billy giving a speech on the 1St Amendment.","Lecture/Presentation","OUTDOOR ACTIVITIES","","","","","","","","",""
"1768","NULL","NULL","Baby playing with a ball, crawling and walking","Home Video","UNKNOWN","","","","","","","","",""
"1786","NULL","NULL","Play train going around a track","Home Video","UNKNOWN","","","","","","","","",""
"1795","NULL","NULL","Mom and daughter making cookies and gingerbread and talking on the phone","Home Video","UNKNOWN","","","","","","","","",""
"1833","NULL","NULL","Little girl whipping icing","Home Video","Icing, not making cake","","","","","","","","",""
"1888","P003","near_miss","Sped-up video of a woman baking and decorating cupcakes.","Home Video","MED_10_EVENTS","Kitchen, day time","Baker, cake mix, electric mixer, cupcake holders, pink icing","Mixing ingredients, icing cupcakes, cleaning up","normal","normal","no","no","no","no"
"1893","NULL","NULL","Computer animated character looks and runs away.","Other","UNKNOWN","","","","","","","","",""
"1954","P003","near_miss","a woman adds a Barbie doll to a cake, calling it 'CInderella'","Home Video","MED_10_EVENTS","Kithen","One woman, and another woman's voice, utensils, appliances, icing.","decorating cake","normal","normal","yes","no","no","no"
"1959","NULL","NULL","A child is interviewed by his mother about the birthday gift he received.","Home Video","kids playing","","","","","","","","",""
"1962","P001","near_miss","Footage of people disassembling tents.","Amateur Footage","MED_10_EVENTS","Outside","Tents, stakes, bags, hoodie, pajama pants.","Wrenching, rolling, prying, squatting","normal","normal","no","no","no","no"
"1976","P002","near_miss","Series of stills & highlights from one boy's little league season.","Home Video","MED_10_EVENTS","Ballpark: day","Boy, fellow little league players, parents, coach, bat, tee, water bottle, fence, cars, lights,","Batting, running, hugging.","normal","normal","no","yes","no","no"
"1982","NULL","NULL","Large white birds in the sea.","Home Video","ANIMALS","","","","","","","","",""
"1989","P003","near_miss","A child with a mixing bowl and spatula.","Home Video","MED_10_EVENTS","Kitchen","Young child, plastic mixing bowl, rubber spatula","Mixing, licking, making sounds, talking","normal","normal","yes","no","no","no"
"1990","NULL","NULL","Video of flame-twirling performers.","Performance","PERFORMANCE","","","","","","","","",""
"2029","NULL","NULL","People walking in the rain.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2038","NULL","NULL","A baby walks around his house calling for his mother.","Home Video","CHILDREN","","","","","","","","",""
"2043","NULL","NULL","A kid sadistically destroys a Play Doh SpongeBob.","Home Video","CHILDREN","","","","","","","","",""
"2057","NULL","NULL","Little kids pretend to cook.","Home Video","CHILDREN","","","","","","","","",""
"2073","NULL","NULL","Kids make pancakes on a camping trip.","Home Video","FOOD & DRINK","","","","","","","","",""
"2077","NULL","NULL","A woman describes all of the fruits and vegetables she is going to make into a meal.","Home Video","FOOD & DRINK","","","","","","","","",""
"2090","NULL","NULL","People grind spices in mortars with pestles.","Home Video","FOOD & DRINK","","","","","","","","",""
"2095","NULL","NULL","A baby pretends to cook.","Home Video","CHILDREN","","","","","","","","",""
"2127","NULL","NULL","little kid dances in living room","Amateur Footage","DANCE","","","","","","","","",""
"2166","NULL","NULL","cheeseburger cake","Lecture/Presentation","UNKNOWN","","","","","","","","",""
"2202","NULL","NULL","people playing the harmonica","Amateur Footage","MUSIC","","","","","","","","",""
"2204","NULL","NULL","man playing the harmonica while driving","Amateur Footage","MUSIC","","","","","","","","",""
"2213","NULL","NULL","man juggling burning objects","Performance","PERFORMANCE","","","","","","","","",""
"2246","NULL","NULL","a group of guys eating cake","Home Video","FOOD & DRINK","","","","","","","","",""
"2251","P003","near_miss","People sing the birthday song for Brandon's first birtday while he eats his birthday cake","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2252","P003","near_miss","Mother and child bake muffins","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2256","NULL","NULL","A band playing live music","Amateur Footage","UNKNOWN","","","","","","","","",""
"2288","NULL","NULL","Still photos of a trip to new york city with music and descriptive text","Home Video","UNKNOWN","","","","","","","","",""
"2305","NULL","NULL","Woman talking about cake decoration.","Demonstration","UNKNOWN","","","","","","","","",""
"2331","NULL","NULL","A french man preparing something unknown","Demonstration","FOOD & DRINK","","","","","","","","",""
"2340","NULL","NULL","making balloon animals","Amateur Footage","GAMES","","","","","","","","",""
"2341","NULL","NULL","bearded man attempts unicycle ride","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2343","NULL","NULL","girls' soccer game","Home Video","NATURE","","","","","","","","",""
"2346","NULL","NULL","baby laughs at fake sneezing","Home Video","CHILDREN","","","","","","","","",""
"2347","NULL","NULL","woman talks to and plays with dog","Home Video","ANIMALS","","","","","","","","",""
"2406","NULL","NULL","Two women are mixing green leaves in a large bowl.","Home Video","UNKNOWN","","","","","","","","",""
"2431","NULL","NULL","girls cutting into pumpkin cake","Home Video","FOOD & DRINK","","","","","","","","",""
"2432","NULL","NULL","person petting dog","Home Video","ANIMALS","","","","","","","","",""
"2433","NULL","NULL","lighting birthday cake candles","Home Video","UNKNOWN","","","","","","","","",""
"2435","NULL","NULL","kids sledding","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2444","NULL","NULL","a long line of people","Amateur Footage","RALLY/PROTEST","","","","","","","","",""
"2447","NULL","NULL","people sitting and talking around a crater","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2451","NULL","NULL","Video of a baby crying, walking in a walker, and trying to grab the camera. Non-English speech in video, possibly Cambodian.","Home Video","CHILDREN","","","","","","","","",""
"2455","NULL","NULL","people kicking a soccer ball","Amateur Footage","GAMES","","","","","","","","",""
"2458","NULL","NULL","Video of a man jumping into the ocean from a high cliff.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2463","NULL","NULL","Video of a wild Turkey in the woods. Turkey is being aggressive to cameraman. It is mentioned on webpage, cameraman was later attacked by turkey.","Home Video","ANIMALS","","","","","","","","",""
"2478","NULL","NULL","A group of men jump from a tall rock into a small creek.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2494","NULL","NULL","man making a hat for a child out of a balloon","Amateur Footage","CELEBRATION","","","","","","","","",""
"2497","NULL","NULL","woman playing horseshoes","Amateur Footage","GAMES","","","","","","","","",""
"2498","NULL","NULL","A female talks about her business ambitions of opening up a bakery/cafe.","Lecture/Presentation","serving cake","","","","","","","","",""
"2506","NULL","NULL","a woman talking about sculpture","Interview","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2510","NULL","NULL","a person putting legos together","Home Video","UNKNOWN","","","","","","","","",""
"2515","NULL","NULL","Instructions for a bench press workout","Tutorial","SPORTS","","","","","","","","",""
"2517","NULL","NULL","people filming from in a moving car","Amateur Footage","VEHICLES","","","","","","","","",""
"2519","NULL","NULL","people playing air hockey","Amateur Footage","GAMES","","","","","","","","",""
"2520","NULL","NULL","people riding snowmobiles and standing around in the snow","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2527","NULL","NULL","An old Labatts beer comercial","Advertisement (public domain)","FOOD & DRINK","","","","","","","","",""
"2531","NULL","NULL","A tribute to coffee","Lecture/Presentation","FOOD & DRINK","","","","","","","","",""
"2535","NULL","NULL","Old Hairspray commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2537","NULL","NULL","Macleans Toothpaste commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2538","NULL","NULL","A Nyquil commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2540","NULL","NULL","A housewife is mildly abused for making bad coffee until she doscovers Folgers in this 1960's commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2541","NULL","NULL","Another housewife discovers that Instant Folger's tastes as good as fresh perked in a 1960's commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2542","NULL","NULL","A woman's Party guests can see themselves in her dinner plates in this Joy commercial","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2543","NULL","NULL","Mrs. Christian explains why she likes Tide.  She won't even swap for  twice as much of another leading detergent","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2544","NULL","NULL","A young woman's coffee causes marital trouble until Mrs. Olson introduces her to Folger's","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2546","NULL","NULL","A political advertisement urging the election of Eisenhower for president","Advertisement (public domain)","ADVERTISEMENT","","","","","","","","",""
"2570","NULL","NULL","Man talks about cake book.","Amateur Footage","UNKNOWN","","","","","","","","",""
"2585","NULL","NULL","Amatuer remembrance slide video of pictures.","Amateur Footage","UNKNOWN","","","","","","","","",""
"2591","NULL","NULL","Little girl talks on cell phone.","Home Video","UNKNOWN","","","","","","","","",""
"2625","NULL","NULL","Video is shot from a car driving down a highway as it approached a car burning on the other side of the road. Car is in flames emitting a massive cloud of black smoke. The passengers observing the bur","Home Video","VEHICLES","","","","","","","","",""
"2628","NULL","NULL","cheesecake is enjoyed by group at office","Home Video","Drinking/Eating","","","","","","","","",""
"2629","NULL","NULL","dog enjoys birthday cake","Home Video","ANIMALS","","","","","","","","",""
"2630","NULL","NULL","how to make a cake that looks like a weight bench","Demonstration","UNKNOWN","","","","","","","","",""
"2732","P003","near_miss","A man gets a Darma inititiative cake for his 33rd birthday","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2799","P003","near_miss","tutorial showing how to make torta de aceite","Tutorial","MED_10_EVENTS","indoors in a kitchen","ingredients, bowls, spoons, mixers, cake pan, oven, potholder","selecting ingredients, combining ingredients, pouring batter into pan, putting cake into oven, removing cake from oven, decorating cake","normal","normal","no","yes","no","yes"
"3011","NULL","NULL","People wave flags at Sarah Palin book signing.","Home Video","UNKNOWN","","","","","","","","",""
"3060","NULL","NULL","snow falling on street","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3083","NULL","NULL","A girl rolls and cuts out cookie dough and puts it on a pan.","Home Video","baking, not cake","","","","","","","","",""
"3085","NULL","NULL","A boy and two women cut out cookie dough and put it on a pan, then decorate it with sprinkles.","Interview","baking, not cake","","","","","","","","",""
"3109","NULL","NULL","A group of people cut out cookie dough and put it on pans.","Home Video","baking, not cake","","","","","","","","",""
"3237","NULL","NULL","american flag waving","Amateur Footage","UNKNOWN","","","","","","","","",""
"3272","NULL","NULL","footage of weight training session docussing on good form","Amateur Footage","UNKNOWN","","","","","","","","",""
"3290","NULL","NULL","crowd of people dancing in public","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3291","NULL","NULL","partygoers light candles on birthday cake","Home Video","CELEBRATION","","","","","","","","",""
"3341","P003","near_miss","A girl has made a mess of herself while trying to decorate cupcakes with icing. The actual activity of decorating is not shown.","Home Video","MED_10_EVENTS","kitchen","girl, woman, cupcakes, icing, bowl","licking icing off arms","normal","normal","no","no","no","no"
"3354","NULL","NULL","A weightlifter demonstrates his shoulder workout","Amateur Footage","UNKNOWN","","","","","","","","",""
"3459","NULL","NULL","kid swimming","Amateur Footage","CHILDREN","","","","","","","","",""
"3515","NULL","NULL","Pitcher strikes out batter to end the half inning.","Home Video","SPORTS","","","","","","","","",""
"3594","NULL","NULL","military parade","Amateur Footage","MILITARY","","","","","","","","",""
"3630","NULL","NULL","soldier guards tomb audience watches","Amateur Footage","MILITARY","","","","","","","","",""
"3735","NULL","NULL","costume competition","Amateur Footage","COMPETITION","","","","","","","","",""
"3737","NULL","NULL","cheerleading squad in competition","Amateur Footage","COMPETITION","","","","","","","","",""
"3785","NULL","NULL","Stills of a soccer game in a church league","Home Video","UNKNOWN","","","","","","","","",""
"4050","NULL","NULL","Best Dressed Competition at Africa Day","Amateur Footage","COMPETITION","","","","","","","","",""
"4053","NULL","NULL","pie-eating contest footage","Home Video","COMPETITION","","","","","","","","",""
"4067","NULL","NULL","eyeball mascots race","Home Video","COMPETITION","","","","","","","","",""
"4075","NULL","NULL","race to put straws in bottles","Home Video","COMPETITION","","","","","","","","",""
"4077","NULL","NULL","mother races baby down hallway","Home Video","COMPETITION","","","","","","","","",""
"4078","NULL","NULL","racing in large hamster wheel-things","Home Video","COMPETITION","","","","","","","","",""
"4079","NULL","NULL","ball-and-cup competition","Amateur Footage","COMPETITION","","","","","","","","",""
"4096","NULL","NULL","mini rally racing","Amateur Footage","COMPETITION","","","","","","","","",""
"4098","NULL","NULL","dachshund racing","Amateur Footage","COMPETITION","","","","","","","","",""
"4103","NULL","NULL","cat plays with washcloth","Home Video","ANIMALS","","","","","","","","",""
"4154","NULL","NULL","music recital","Home Video","MUSIC","","","","","","","","",""
"4179","NULL","NULL","young kids breakdancing on the streets in city","Amateur Footage","DANCE","","","","","","","","",""
"4254","NULL","NULL","aerial view of breakdance competition in danchall","Amateur Footage","DANCE","","","","","","","","",""
"4285","NULL","NULL","breakdancing performance","Amateur Footage","DANCE","","","","","","","","",""
"4439","NULL","NULL","people dancing within a defined area","Amateur Footage","DANCE","","","","","","","","",""
"4440","NULL","NULL","two people dancing at a celebration","Amateur Footage","DANCE","","","","","","","","",""
"4452","NULL","NULL","house on fire","Amateur Footage","DISASTER","","","","","","","","",""
"4455","NULL","NULL","lightning storm","Amateur Footage","DISASTER","","","","","","","","",""
"4462","NULL","NULL","fire in house","Amateur Footage","DISASTER","","","","","","","","",""
"4477","NULL","NULL","kid's history project","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"4482","NULL","NULL","A man begins to show how to fix an XBox 360.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4483","NULL","NULL","solving rubik's cube","Demonstration","GAMES","","","","","","","","",""
"4485","NULL","NULL","guy solving Rubik's Cube","Demonstration","GROOMING","","","","","","","","",""
"4488","NULL","NULL","An informative video featuring an adoptable shelter dog","Other","ANIMALS","","","","","","","","",""
"4491","NULL","NULL","Some pig dogs pick on a little guy at the dog park","Amateur Footage","ANIMALS","","","","","","","","",""
"4492","NULL","NULL","A pair of dogs seem to be defending their owner","Amateur Footage","ANIMALS","","","","","","","","",""
"4493","NULL","NULL","A man repairs his Play Station 3","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4495","NULL","NULL","A man jogs with his dogs","Amateur Footage","ANIMALS","","","","","","","","",""
"4496","NULL","NULL","Dogs and people enjoy the dog park","Amateur Footage","ANIMALS","","","","","","","","",""
"4500","NULL","NULL","A dog plays with her family","Home Video","ANIMALS","","","","","","","","",""
"4501","NULL","NULL","Dogs paly in the snow with a person","Home Video","ANIMALS","","","","","","","","",""
"4502","NULL","NULL","A breif examination of the role of dogs in modern urban life","Lecture/Presentation","ANIMALS","","","","","","","","",""
"4503","NULL","NULL","chemistry experiment with bubbles and fire","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4504","NULL","NULL","chemistry experiment with iron oxide","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4505","NULL","NULL","chemistry experiment","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4507","NULL","NULL","chemistry experiment","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4512","NULL","NULL","classroom science experiment","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4513","NULL","NULL","upgrading home PC for gaming","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4514","NULL","NULL","time lapse building a computer","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4516","NULL","NULL","school class experiment","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4517","NULL","NULL","home science experimnt","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4520","NULL","NULL","home science experiment","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4521","NULL","NULL","lazarus experiment","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4522","NULL","NULL","How to fix a broken dishwasher door.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4523","NULL","NULL","How to fix a broken washing machine door.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4524","NULL","NULL","How to fix a broken washing machine door hinge.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4525","NULL","NULL","How to fix a dryer that's not heating up.","Tutorial","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"4527","NULL","NULL","kids playing at a science center","Amateur Footage","CHILDREN","","","","","","","","",""
"4531","NULL","NULL","physics experiment and science conference","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4532","NULL","NULL","physics demonstration","Demonstration","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4533","NULL","NULL","slow physics professor addressing class","Lecture/Presentation","SCIENCE & TECHNOLOGY","","","","","","","","",""
"4535","NULL","NULL","A girl tells a story","Amateur Footage","CHILDREN","","","","","","","","",""
"4538","NULL","NULL","A man tells a story.","Home Video","UNKNOWN","","","","","","","","",""
"4540","NULL","NULL","a girl tells a baby a story","Home Video","CHILDREN","","","","","","","","",""
"4541","NULL","NULL","A boy rides on a swing and tells a story","Home Video","CHILDREN","","","","","","","","",""
"4543","NULL","NULL","A woman tells a child a story. The child helps.","Home Video","CHILDREN","","","","","","","","",""
"4544","NULL","NULL","A woman and a man tell a story.","Amateur Footage","UNKNOWN","","","","","","","","",""
"4547","NULL","NULL","A bunch of kids playing in the snow","Home Video","NATURE","","","","","","","","",""
"4551","NULL","NULL","A woman poses next to a tree","Home Video","NATURE","","","","","","","","",""
"4554","NULL","NULL","A baby plays with various baby toys.","Home Video","CHILDREN","","","","","","","","",""
"4555","NULL","NULL","A man and a small boy play with a ball outside together.","Home Video","CHILDREN","","","","","","","","",""
"4556","NULL","NULL","A very young baby plays with various toys, which are held by a woman offscreen.","Home Video","CHILDREN","","","","","","","","",""
"4557","NULL","NULL","Two babies play in a playpen together, with various toys.","Home Video","CHILDREN","","","","","","","","",""
"4562","NULL","NULL","A baby plays with a musical toy.","Home Video","CHILDREN","","","","","","","","",""
"4564","NULL","NULL","A baby plays with various baby toys.","Home Video","CHILDREN","","","","","","","","",""
"4565","NULL","NULL","A man plays with a baby on an air-bounce, while other children play on it as well.","Home Video","CHILDREN","","","","","","","","",""
"4566","NULL","NULL","A man plays with a baby, causing it to laugh a lot.","Home Video","CHILDREN","","","","","","","","",""
"4569","NULL","NULL","A man plays with a baby, causing the baby to laugh a lot.","Home Video","CHILDREN","","","","","","","","",""
"4572","NULL","NULL","A man and woman play with a very small baby.","Home Video","CHILDREN","","","","","","","","",""
"4573","NULL","NULL","A baby plays with a toy.","Home Video","CHILDREN","","","","","","","","",""
"4575","NULL","NULL","A man plays with a baby and makes it laugh.","Home Video","CHILDREN","","","","","","","","",""
"4576","NULL","NULL","A woman plays with a baby, who has various toys, and makes it laugh.","Home Video","CHILDREN","","","","","","","","",""
"4577","NULL","NULL","A family with a very young girl play at a playground together.","Home Video","CHILDREN","","","","","","","","",""
"4579","NULL","NULL","A baby plays with various baby toys while a man talks to her.","Home Video","CHILDREN","","","","","","","","",""
"4580","NULL","NULL","A woman and a baby are playing with various toys.","Home Video","CHILDREN","","","","","","","","",""
"4581","NULL","NULL","A woman and baby play with a toy together.","Home Video","CHILDREN","","","","","","","","",""
"4582","NULL","NULL","Alternating betwen time-lapse and slow-motion footage of a martial arts class.","Amateur Footage","SPORTS","","","","","","","","",""
"4585","NULL","NULL","Footage of a martial arts demonstration.","Amateur Footage","SPORTS","","","","","","","","",""
"4586","NULL","NULL","A man practices a few yoga poses.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"4588","NULL","NULL","Footage of several people practicing various yoga poses.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"4591","NULL","NULL","A tank with several soldiers onboard drives down a highway.","Amateur Footage","MILITARY","","","","","","","","",""
"4593","NULL","NULL","Compilation footage of life in an urban area in an Arabic speaking country.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"4596","NULL","NULL","Soldiers marching in formation.","Amateur Footage","MILITARY","","","","","","","","",""
