"TrialID","Targ"
"2514.P002","n"
"2514.P003","n"
"2524.P001","n"
"2524.P002","n"
"2524.P003","n"
"2548.P001","n"
"2548.P002","n"
"2548.P003","n"
"2586.P001","n"
"2586.P002","n"
"2586.P003","n"
"2587.P001","n"
"2587.P002","n"
"2587.P003","n"
"2590.P001","n"
"2590.P002","n"
"2590.P003","n"
"2612.P001","n"
"2612.P002","n"
"2612.P003","n"
"2613.P001","n"
"2613.P002","n"
"2613.P003","n"
"2624.P001","n"
"2624.P002","n"
"2624.P003","n"
"2627.P001","n"
"2627.P002","n"
"2627.P003","n"
"2708.P001","n"
"2708.P002","n"
"2708.P003","n"
"2719.P001","n"
"2719.P002","n"
"2719.P003","n"
"2730.P001","n"
"2730.P002","n"
"2730.P003","n"
"2735.P001","n"
"2735.P002","n"
"2735.P003","n"
"2739.P001","n"
"2739.P002","n"
"2739.P003","n"
"2740.P001","n"
"2740.P002","n"
"2740.P003","n"
"2802.P001","n"
"2802.P002","n"
"2802.P003","n"
"2805.P001","n"
"2805.P002","n"
"2805.P003","n"
"3087.P001","n"
"3087.P002","n"
"3087.P003","n"
"3090.P001","n"
"3090.P002","n"
"3090.P003","n"
"3091.P001","n"
"3091.P002","n"
"3091.P003","n"
"3092.P001","n"
"3092.P002","n"
"3092.P003","n"
"3095.P001","n"
"3095.P002","n"
"3095.P003","n"
"3103.P001","n"
"3103.P002","n"
"3103.P003","n"
"3106.P001","n"
"3106.P002","n"
"3106.P003","n"
"3110.P001","n"
"3110.P002","n"
"3110.P003","n"
"3111.P001","n"
"3111.P002","n"
"3111.P003","n"
"3277.P001","n"
"3277.P002","n"
"3277.P003","n"
"3279.P001","n"
"3279.P002","n"
"3279.P003","n"
"3288.P001","n"
"3288.P002","n"
"3288.P003","n"
"3289.P001","n"
"3289.P002","n"
"3289.P003","n"
"3292.P001","n"
"3292.P002","n"
"3292.P003","n"
"3293.P001","n"
"3293.P002","n"
"3293.P003","n"
"3295.P001","n"
"3295.P002","n"
"3295.P003","n"
"3335.P001","n"
"3335.P002","n"
"3335.P003","n"
"3358.P001","n"
"3358.P002","n"
"3358.P003","n"
"3449.P001","n"
"3449.P002","n"
"3449.P003","n"
"3510.P001","n"
"3510.P002","n"
"3510.P003","n"
"3513.P001","n"
"3513.P002","n"
"3513.P003","n"
"3590.P001","n"
"3590.P002","n"
"3590.P003","n"
"3605.P001","n"
"3605.P002","n"
"3605.P003","n"
"3971.P001","n"
"3971.P002","n"
"3971.P003","n"
"3977.P001","n"
"3977.P002","n"
"3977.P003","n"
"4054.P001","n"
"4054.P002","n"
"4054.P003","n"
"4061.P001","n"
"4061.P002","n"
"4061.P003","n"
"4065.P001","n"
"4065.P002","n"
"4065.P003","n"
"4071.P001","n"
"4071.P002","n"
"4071.P003","n"
"4072.P001","n"
"4072.P002","n"
"4072.P003","n"
"4082.P001","n"
"4082.P002","n"
"4082.P003","n"
"4084.P001","n"
"4084.P002","n"
"4084.P003","n"
"4085.P001","n"
"4085.P002","n"
"4085.P003","n"
"4086.P001","n"
"4086.P002","n"
"4086.P003","n"
"4087.P001","n"
"4087.P002","n"
"4087.P003","n"
"4088.P001","n"
"4088.P002","n"
"4088.P003","n"
"4089.P001","n"
"4089.P002","n"
"4089.P003","n"
"4091.P001","n"
"4091.P002","n"
"4091.P003","n"
"4093.P001","n"
"4093.P002","n"
"4093.P003","n"
"4100.P001","n"
"4100.P002","n"
"4100.P003","n"
"4101.P001","n"
"4101.P002","n"
"4101.P003","n"
"4102.P001","n"
"4102.P002","n"
"4102.P003","n"
"4155.P001","n"
"4155.P002","n"
"4155.P003","n"
"4157.P001","n"
"4157.P002","n"
"4157.P003","n"
"4159.P001","n"
"4159.P002","n"
"4159.P003","n"
"4160.P001","n"
"4160.P002","n"
"4160.P003","n"
"4177.P001","n"
"4177.P002","n"
"4177.P003","n"
"4251.P001","n"
"4251.P002","n"
"4251.P003","n"
"4305.P001","n"
"4305.P002","n"
"4305.P003","n"
"4359.P001","n"
"4359.P002","n"
"4359.P003","n"
"4373.P001","n"
"4373.P002","n"
"4373.P003","n"
"4390.P001","n"
"4390.P002","n"
"4390.P003","n"
"4437.P001","n"
"4437.P002","n"
"4437.P003","n"
"4441.P001","n"
"4441.P002","n"
"4441.P003","n"
"4450.P001","n"
"4450.P002","n"
"4450.P003","n"
"4451.P001","n"
"4451.P002","n"
"4451.P003","n"
"4453.P001","n"
"4453.P002","n"
"4453.P003","n"
"4454.P001","n"
"4454.P002","n"
"4454.P003","n"
"4456.P001","n"
"4456.P002","n"
"4456.P003","n"
"4457.P001","n"
"4457.P002","n"
"4457.P003","n"
"4458.P001","n"
"4458.P002","n"
"4458.P003","n"
"4459.P001","n"
"4459.P002","n"
"4459.P003","n"
"4460.P001","n"
"4460.P002","n"
"4460.P003","n"
"4461.P001","n"
"4461.P002","n"
"4461.P003","n"
"4463.P001","n"
"4463.P002","n"
"4463.P003","n"
"4464.P001","n"
"4464.P002","n"
"4464.P003","n"
"4465.P001","n"
"4465.P002","n"
"4465.P003","n"
"4466.P001","n"
"4466.P002","n"
"4466.P003","n"
"4467.P001","n"
"4467.P002","n"
"4467.P003","n"
"4468.P001","n"
"4468.P002","n"
"4468.P003","n"
"4478.P001","n"
"4478.P002","n"
"4478.P003","n"
"4479.P001","n"
"4479.P002","n"
"4479.P003","n"
"4481.P001","n"
"4481.P002","n"
"4481.P003","n"
"4484.P001","n"
"4484.P002","n"
"4484.P003","n"
"4486.P001","n"
"4486.P002","n"
"4486.P003","n"
"4487.P001","n"
"4487.P002","n"
"4487.P003","n"
"4489.P001","n"
"4489.P002","n"
"4489.P003","n"
"4490.P001","n"
"4490.P002","n"
"4490.P003","n"
"4494.P001","n"
"4494.P002","n"
"4494.P003","n"
"4498.P001","n"
"4498.P002","n"
"4498.P003","n"
"4499.P001","n"
"4499.P002","n"
"4499.P003","n"
"4508.P001","n"
"4508.P002","n"
"4508.P003","n"
"4511.P001","n"
"4511.P002","n"
"4511.P003","n"
"4518.P001","n"
"4518.P002","n"
"4518.P003","n"
"4519.P001","n"
"4519.P002","n"
"4519.P003","n"
"4528.P001","n"
"4528.P002","n"
"4528.P003","n"
"4529.P001","n"
"4529.P002","n"
"4529.P003","n"
"4530.P001","n"
"4530.P002","n"
"4530.P003","n"
"4536.P001","n"
"4536.P002","n"
"4536.P003","n"
"4537.P001","n"
"4537.P002","n"
"4537.P003","n"
"4539.P001","n"
"4539.P002","n"
"4539.P003","n"
"4545.P001","n"
"4545.P002","n"
"4545.P003","n"
"4546.P001","n"
"4546.P002","n"
"4546.P003","n"
"4548.P001","n"
"4548.P002","n"
"4548.P003","n"
"4550.P001","n"
"4550.P002","n"
"4550.P003","n"
"4552.P001","n"
"4552.P002","n"
"4552.P003","n"
"4558.P001","n"
"4558.P002","n"
"4558.P003","n"
"4559.P001","n"
"4559.P002","n"
"4559.P003","n"
"4561.P001","n"
"4561.P002","n"
"4561.P003","n"
"4567.P001","n"
"4567.P002","n"
"4567.P003","n"
"4570.P001","n"
"4570.P002","n"
"4570.P003","n"
"4571.P001","n"
"4571.P002","n"
"4571.P003","n"
"4574.P001","n"
"4574.P002","n"
"4574.P003","n"
"4583.P001","n"
"4583.P002","n"
"4583.P003","n"
"4587.P001","n"
"4587.P002","n"
"4587.P003","n"
"4589.P001","n"
"4589.P002","n"
"4589.P003","n"
"4590.P001","n"
"4590.P002","n"
"4590.P003","n"
"4592.P001","n"
"4592.P002","n"
"4592.P003","n"
"4599.P001","n"
"4599.P002","n"
"4599.P003","n"
"4600.P001","n"
"4600.P002","n"
"4600.P003","n"
"4602.P001","n"
"4602.P002","n"
"4602.P003","n"
"4606.P001","n"
"4606.P002","n"
"4606.P003","n"
"4608.P001","n"
"4608.P002","n"
"4608.P003","n"
"4609.P001","n"
"4609.P002","n"
"4609.P003","n"
"4610.P001","n"
"4610.P002","n"
"4610.P003","n"
"4617.P001","n"
"4617.P002","n"
"4617.P003","n"
"4618.P001","n"
"4618.P002","n"
"4618.P003","n"
"4619.P001","n"
"4619.P002","n"
"4619.P003","n"
"4620.P001","n"
"4620.P002","n"
"4620.P003","n"
"4625.P001","n"
"4625.P002","n"
"4625.P003","n"
"4626.P001","n"
"4626.P002","n"
"4626.P003","n"
"4627.P001","n"
"4627.P002","n"
"4627.P003","n"
"4629.P001","n"
"4629.P002","n"
"4629.P003","n"
"4630.P001","n"
"4630.P002","n"
"4630.P003","n"
"4642.P001","n"
"4642.P002","n"
"4642.P003","n"
"4643.P001","n"
"4643.P002","n"
"4643.P003","n"
"4644.P001","n"
"4644.P002","n"
"4644.P003","n"
"4645.P001","n"
"4645.P002","n"
"4645.P003","n"
"4647.P001","n"
"4647.P002","n"
"4647.P003","n"
"4648.P001","n"
"4648.P002","n"
"4648.P003","n"
"4653.P001","n"
"4653.P002","n"
"4653.P003","n"
"4654.P001","n"
"4654.P002","n"
"4654.P003","n"
"4655.P001","n"
"4655.P002","n"
"4655.P003","n"
"4656.P001","n"
"4656.P002","n"
"4656.P003","n"
"4659.P001","n"
"4659.P002","n"
"4659.P003","n"
"4661.P001","n"
"4661.P002","n"
"4661.P003","n"
"4664.P001","n"
"4664.P002","n"
"4664.P003","n"
"4665.P001","n"
"4665.P002","n"
"4665.P003","n"
"4671.P001","n"
"4671.P002","n"
"4671.P003","n"
"4673.P001","n"
"4673.P002","n"
"4673.P003","n"
"4674.P001","n"
"4674.P002","n"
"4674.P003","n"
"4675.P001","n"
"4675.P002","n"
"4675.P003","n"
"4681.P001","n"
"4681.P002","n"
"4681.P003","n"
"4682.P001","n"
"4682.P002","n"
"4682.P003","n"
"4685.P001","n"
"4685.P002","n"
"4685.P003","n"
"4687.P001","n"
"4687.P002","n"
"4687.P003","n"
"4688.P001","n"
"4688.P002","n"
"4688.P003","n"
"4692.P001","n"
"4692.P002","n"
"4692.P003","n"
"4704.P001","n"
"4704.P002","n"
"4704.P003","n"
"4706.P001","n"
"4706.P002","n"
"4706.P003","n"
"4707.P001","n"
"4707.P002","n"
"4707.P003","n"
"4710.P001","n"
"4710.P002","n"
"4710.P003","n"
"4712.P001","n"
"4712.P002","n"
"4712.P003","n"
"4715.P001","n"
"4715.P002","n"
"4715.P003","n"
"4716.P001","n"
"4716.P002","n"
"4716.P003","n"
"4719.P001","n"
"4719.P002","n"
"4719.P003","n"
"4721.P001","n"
"4721.P002","n"
"4721.P003","n"
"4724.P001","n"
"4724.P002","n"
"4724.P003","n"
"4725.P001","n"
"4725.P002","n"
"4725.P003","n"
"4733.P001","n"
"4733.P002","n"
"4733.P003","n"
"4734.P001","n"
"4734.P002","n"
"4734.P003","n"
"4738.P001","n"
"4738.P002","n"
"4738.P003","n"
"4739.P001","n"
"4739.P002","n"
"4739.P003","n"
"4740.P001","n"
"4740.P002","n"
"4740.P003","n"
"4744.P001","n"
"4744.P002","n"
"4744.P003","n"
"4747.P001","n"
"4747.P002","n"
"4747.P003","n"
"4749.P001","n"
"4749.P002","n"
"4749.P003","n"
"4751.P001","n"
"4751.P002","n"
"4751.P003","n"
"4752.P001","n"
"4752.P002","n"
"4752.P003","n"
"4753.P001","n"
"4753.P002","n"
"4753.P003","n"
"4759.P001","n"
"4759.P002","n"
"4759.P003","n"
"4760.P001","n"
"4760.P002","n"
"4760.P003","n"
"4761.P001","n"
"4761.P002","n"
"4761.P003","n"
"4762.P001","n"
"4762.P002","n"
"4762.P003","n"
"4764.P001","n"
"4764.P002","n"
"4764.P003","n"
"4765.P001","n"
"4765.P002","n"
"4765.P003","n"
"4766.P001","n"
"4766.P002","n"
"4766.P003","n"
"4776.P001","n"
"4776.P002","n"
"4776.P003","n"
"4777.P001","n"
"4777.P002","n"
"4777.P003","n"
"4779.P001","n"
"4779.P002","n"
"4779.P003","n"
"4780.P001","n"
"4780.P002","n"
"4780.P003","n"
"4783.P001","n"
"4783.P002","n"
"4783.P003","n"
"4786.P001","n"
"4786.P002","n"
"4786.P003","n"
"4791.P001","n"
"4791.P002","n"
"4791.P003","n"
"4792.P001","n"
"4792.P002","n"
"4792.P003","n"
"4797.P001","n"
"4797.P002","n"
"4797.P003","n"
"4798.P001","n"
"4798.P002","n"
"4798.P003","n"
"4800.P001","n"
"4800.P002","n"
"4800.P003","n"
"4802.P001","n"
"4802.P002","n"
"4802.P003","n"
"4805.P001","n"
"4805.P002","n"
"4805.P003","n"
"4807.P001","n"
"4807.P002","n"
"4807.P003","n"
"4808.P001","n"
"4808.P002","n"
"4808.P003","n"
"4809.P001","n"
"4809.P002","n"
"4809.P003","n"
"4810.P001","n"
"4810.P002","n"
"4810.P003","n"
"4811.P001","n"
"4811.P002","n"
"4811.P003","n"
"4812.P001","n"
"4812.P002","n"
"4812.P003","n"
"4814.P001","n"
"4814.P002","n"
"4814.P003","n"
"4816.P001","n"
"4816.P002","n"
"4816.P003","n"
"4817.P001","n"
"4817.P002","n"
"4817.P003","n"
"4824.P001","n"
"4824.P002","n"
"4824.P003","n"
"4829.P001","n"
"4829.P002","n"
"4829.P003","n"
"4830.P001","n"
"4830.P002","n"
"4830.P003","n"
"4836.P001","n"
"4836.P002","n"
"4836.P003","n"
"4837.P001","n"
"4837.P002","n"
"4837.P003","n"
"4840.P001","n"
"4840.P002","n"
"4840.P003","n"
"4841.P001","n"
"4841.P002","n"
"4841.P003","n"
"4842.P001","n"
"4842.P002","n"
"4842.P003","n"
"4851.P001","n"
"4851.P002","n"
"4851.P003","n"
"4853.P001","n"
"4853.P002","n"
"4853.P003","n"
"4858.P001","n"
"4858.P002","n"
"4858.P003","n"
"4866.P001","n"
"4866.P002","n"
"4866.P003","n"
"4868.P001","n"
"4868.P002","n"
"4868.P003","n"
"4869.P001","n"
"4869.P002","n"
"4869.P003","n"
"4872.P001","n"
"4872.P002","n"
"4872.P003","n"
"4873.P001","n"
"4873.P002","n"
"4873.P003","n"
"4874.P001","n"
"4874.P002","n"
"4874.P003","n"
"4875.P001","n"
"4875.P002","n"
"4875.P003","n"
"4876.P001","n"
"4876.P002","n"
"4876.P003","n"
"4878.P001","n"
"4878.P002","n"
"4878.P003","n"
"4879.P001","n"
"4879.P002","n"
"4879.P003","n"
"4880.P001","n"
"4880.P002","n"
"4880.P003","n"
"4883.P001","n"
"4883.P002","n"
"4883.P003","n"
"4884.P001","n"
"4884.P002","n"
"4884.P003","n"
"4885.P001","n"
"4885.P002","n"
"4885.P003","n"
"4888.P001","n"
"4888.P002","n"
"4888.P003","n"
"4889.P001","n"
"4889.P002","n"
"4889.P003","n"
"4890.P001","n"
"4890.P002","n"
"4890.P003","n"
"4891.P001","n"
"4891.P002","n"
"4891.P003","n"
"4892.P001","n"
"4892.P002","n"
"4892.P003","n"
"4893.P001","n"
"4893.P002","n"
"4893.P003","n"
"4894.P001","n"
"4894.P002","n"
"4894.P003","n"
"4895.P001","n"
"4895.P002","n"
"4895.P003","n"
"4896.P001","n"
"4896.P002","n"
"4896.P003","n"
"4898.P001","n"
"4898.P002","n"
"4898.P003","n"
"4899.P001","n"
"4899.P002","n"
"4899.P003","n"
"4901.P001","n"
"4901.P002","n"
"4901.P003","n"
"4908.P001","n"
"4908.P002","n"
"4908.P003","n"
"4909.P001","n"
"4909.P002","n"
"4909.P003","n"
"4910.P001","n"
"4910.P002","n"
"4910.P003","n"
"4912.P001","n"
"4912.P002","n"
"4912.P003","n"
"4914.P001","n"
"4914.P002","n"
"4914.P003","n"
"4915.P001","n"
"4915.P002","n"
"4915.P003","n"
"4916.P001","n"
"4916.P002","n"
"4916.P003","n"
"4918.P001","n"
"4918.P002","n"
"4918.P003","n"
"4920.P001","n"
"4920.P002","n"
"4920.P003","n"
"4923.P001","n"
"4923.P002","n"
"4923.P003","n"
"4924.P001","n"
"4924.P002","n"
"4924.P003","n"
"4926.P001","n"
"4926.P002","n"
"4926.P003","n"
"4928.P001","n"
"4928.P002","n"
"4928.P003","n"
"4929.P001","n"
"4929.P002","n"
"4929.P003","n"
"4933.P001","n"
"4933.P002","n"
"4933.P003","n"
"4936.P001","n"
"4936.P002","n"
"4936.P003","n"
"4937.P001","n"
"4937.P002","n"
"4937.P003","n"
"4938.P001","n"
"4938.P002","n"
"4938.P003","n"
"4939.P001","n"
"4939.P002","n"
"4939.P003","n"
"4940.P001","n"
"4940.P002","n"
"4940.P003","n"
"4945.P001","n"
"4945.P002","n"
"4945.P003","n"
"4947.P001","n"
"4947.P002","n"
"4947.P003","n"
"4948.P001","n"
"4948.P002","n"
"4948.P003","n"
"4949.P001","n"
"4949.P002","n"
"4949.P003","n"
"4951.P001","n"
"4951.P002","n"
"4951.P003","n"
"4952.P001","n"
"4952.P002","n"
"4952.P003","n"
"4956.P001","n"
"4956.P002","n"
"4956.P003","n"
"4957.P001","n"
"4957.P002","n"
"4957.P003","n"
"4959.P001","n"
"4959.P002","n"
"4959.P003","n"
"4964.P001","n"
"4964.P002","n"
"4964.P003","n"
"4965.P001","n"
"4965.P002","n"
"4965.P003","n"
"4967.P001","n"
"4967.P002","n"
"4967.P003","n"
"4969.P001","n"
"4969.P002","n"
"4969.P003","n"
"4971.P001","n"
"4971.P002","n"
"4971.P003","n"
"4975.P001","n"
"4975.P002","n"
"4975.P003","n"
"4976.P001","n"
"4976.P002","n"
"4976.P003","n"
"4986.P001","n"
"4986.P002","n"
"4986.P003","n"
"4987.P001","n"
"4987.P002","n"
"4987.P003","n"
"4996.P001","n"
"4996.P002","n"
"4996.P003","n"
"4997.P001","n"
"4997.P002","n"
"4997.P003","n"
"4998.P001","n"
"4998.P002","n"
"4998.P003","n"
"4999.P001","n"
"4999.P002","n"
"4999.P003","n"
"5001.P001","n"
"5001.P002","n"
"5001.P003","n"
"5002.P001","n"
"5002.P002","n"
"5002.P003","n"
"5003.P001","n"
"5003.P002","n"
"5003.P003","n"
"5004.P001","n"
"5004.P002","n"
"5004.P003","n"
"5007.P001","n"
"5007.P002","n"
"5007.P003","n"
"5008.P001","n"
"5008.P002","n"
"5008.P003","n"
"5014.P001","n"
"5014.P002","n"
"5014.P003","n"
"5015.P001","n"
"5015.P002","n"
"5015.P003","n"
"5016.P001","n"
"5016.P002","n"
"5016.P003","n"
"5020.P001","n"
"5020.P002","n"
"5020.P003","n"
"5021.P001","n"
"5021.P002","n"
"5021.P003","n"
"5022.P001","n"
"5022.P002","n"
"5022.P003","n"
"5026.P001","n"
"5026.P002","n"
"5026.P003","n"
"5039.P001","n"
"5039.P002","n"
"5039.P003","n"
"5040.P001","n"
"5040.P002","n"
"5040.P003","n"
"5041.P001","n"
"5041.P002","n"
"5041.P003","n"
"5042.P001","n"
"5042.P002","n"
"5042.P003","n"
"5044.P001","n"
"5044.P002","n"
"5044.P003","n"
"5105.P001","n"
"5105.P002","n"
"5105.P003","n"
"5109.P001","n"
"5109.P002","n"
"5109.P003","n"
"5110.P001","n"
"5110.P002","n"
"5110.P003","n"
"5111.P001","n"
"5111.P002","n"
"5111.P003","n"
"5114.P001","n"
"5114.P002","n"
"5114.P003","n"
"5115.P001","n"
"5115.P002","n"
"5115.P003","n"
"5119.P001","n"
"5119.P002","n"
"5119.P003","n"
"5120.P001","n"
"5120.P002","n"
"5120.P003","n"
"5121.P001","n"
"5121.P002","n"
"5121.P003","n"
"5122.P001","n"
"5122.P002","n"
"5122.P003","n"
"5123.P001","n"
"5123.P002","n"
"5123.P003","n"
"5124.P001","n"
"5124.P002","n"
"5124.P003","n"
"5127.P001","n"
"5127.P002","n"
"5127.P003","n"
"5129.P001","n"
"5129.P002","n"
"5129.P003","n"
"5130.P001","n"
"5130.P002","n"
"5130.P003","n"
"5133.P001","n"
"5133.P002","n"
"5133.P003","n"
"5135.P001","n"
"5135.P002","n"
"5135.P003","n"
"5137.P001","n"
"5137.P002","n"
"5137.P003","n"
"5138.P001","n"
"5138.P002","n"
"5138.P003","n"
"5139.P001","n"
"5139.P002","n"
"5139.P003","n"
"5140.P001","n"
"5140.P002","n"
"5140.P003","n"
"5144.P001","n"
"5144.P002","n"
"5144.P003","n"
"5145.P001","n"
"5145.P002","n"
"5145.P003","n"
"5147.P001","n"
"5147.P002","n"
"5147.P003","n"
"5148.P001","n"
"5148.P002","n"
"5148.P003","n"
"5150.P001","n"
"5150.P002","n"
"5150.P003","n"
"5151.P001","n"
"5151.P002","n"
"5151.P003","n"
"5153.P001","n"
"5153.P002","n"
"5153.P003","n"
"5155.P001","n"
"5155.P002","n"
"5155.P003","n"
"5156.P001","n"
"5156.P002","n"
"5156.P003","n"
"5159.P001","n"
"5159.P002","n"
"5159.P003","n"
"5161.P001","n"
"5161.P002","n"
"5161.P003","n"
"5162.P001","n"
"5162.P002","n"
"5162.P003","n"
"5163.P001","n"
"5163.P002","n"
"5163.P003","n"
"5164.P001","n"
"5164.P002","n"
"5164.P003","n"
"5165.P001","n"
"5165.P002","n"
"5165.P003","n"
"5166.P001","n"
"5166.P002","n"
"5166.P003","n"
"5167.P001","n"
"5167.P002","n"
"5167.P003","n"
"5168.P001","n"
"5168.P002","n"
"5168.P003","n"
"5175.P001","n"
"5175.P002","n"
"5175.P003","n"
"5176.P001","n"
"5176.P002","n"
"5176.P003","n"
"5177.P001","n"
"5177.P002","n"
"5177.P003","n"
"5178.P001","n"
"5178.P002","n"
"5178.P003","n"
"5180.P001","n"
"5180.P002","n"
"5180.P003","n"
"5181.P001","n"
"5181.P002","n"
"5181.P003","n"
"5182.P001","n"
"5182.P002","n"
"5182.P003","n"
"5184.P001","n"
"5184.P002","n"
"5184.P003","n"
"5185.P001","n"
"5185.P002","n"
"5185.P003","n"
"5187.P001","n"
"5187.P002","n"
"5187.P003","n"
"5191.P001","n"
"5191.P002","n"
"5191.P003","n"
"5200.P001","n"
"5200.P002","n"
"5200.P003","n"
"5206.P001","n"
"5206.P002","n"
"5206.P003","n"
"5207.P001","n"
"5207.P002","n"
"5207.P003","n"
"5208.P001","n"
"5208.P002","n"
"5208.P003","n"
"5209.P001","n"
"5209.P002","n"
"5209.P003","n"
"5211.P001","n"
"5211.P002","n"
"5211.P003","n"
"5212.P001","n"
"5212.P002","n"
"5212.P003","n"
"5215.P001","n"
"5215.P002","n"
"5215.P003","n"
"5216.P001","n"
"5216.P002","n"
"5216.P003","n"
"5217.P001","n"
"5217.P002","n"
"5217.P003","n"
"5220.P001","n"
"5220.P002","n"
"5220.P003","n"
"5223.P001","n"
"5223.P002","n"
"5223.P003","n"
"5225.P001","n"
"5225.P002","n"
"5225.P003","n"
"5227.P001","n"
"5227.P002","n"
"5227.P003","n"
"5230.P001","n"
"5230.P002","n"
"5230.P003","n"
"5231.P001","n"
"5231.P002","n"
"5231.P003","n"
"5235.P001","n"
"5235.P002","n"
"5235.P003","n"
"5239.P001","n"
"5239.P002","n"
"5239.P003","n"
"5240.P001","n"
"5240.P002","n"
"5240.P003","n"
"5242.P001","n"
"5242.P002","n"
"5242.P003","n"
"5246.P001","n"
"5246.P002","n"
"5246.P003","n"
"5248.P001","n"
"5248.P002","n"
"5248.P003","n"
"5251.P001","n"
"5251.P002","n"
"5251.P003","n"
"5252.P001","n"
"5252.P002","n"
"5252.P003","n"
"5253.P001","n"
"5253.P002","n"
"5253.P003","n"
"5257.P001","n"
"5257.P002","n"
"5257.P003","n"
"5262.P001","n"
"5262.P002","n"
"5262.P003","n"
"5263.P001","n"
"5263.P002","n"
"5263.P003","n"
"5265.P001","n"
"5265.P002","n"
"5265.P003","n"
"5266.P001","n"
"5266.P002","n"
"5266.P003","n"
"5272.P001","n"
"5272.P002","n"
"5272.P003","n"
"5273.P001","n"
"5273.P002","n"
"5273.P003","n"
"5274.P001","n"
"5274.P002","n"
"5274.P003","n"
"5276.P001","n"
"5276.P002","n"
"5276.P003","n"
"5277.P001","n"
"5277.P002","n"
"5277.P003","n"
"5278.P001","n"
"5278.P002","n"
"5278.P003","n"
"5281.P001","n"
"5281.P002","n"
"5281.P003","n"
"5285.P001","n"
"5285.P002","n"
"5285.P003","n"
"5289.P001","n"
"5289.P002","n"
"5289.P003","n"
"5290.P001","n"
"5290.P002","n"
"5290.P003","n"
"5291.P001","n"
"5291.P002","n"
"5291.P003","n"
"5292.P001","n"
"5292.P002","n"
"5292.P003","n"
"5294.P001","n"
"5294.P002","n"
"5294.P003","n"
"5299.P001","n"
"5299.P002","n"
"5299.P003","n"
"5301.P001","n"
"5301.P002","n"
"5301.P003","n"
"5302.P001","n"
"5302.P002","n"
"5302.P003","n"
"5304.P001","n"
"5304.P002","n"
"5304.P003","n"
"5377.P001","n"
"5377.P002","n"
"5377.P003","n"
"5380.P001","n"
"5380.P002","n"
"5380.P003","n"
"5389.P001","n"
"5389.P002","n"
"5389.P003","n"
"5390.P001","n"
"5390.P002","n"
"5390.P003","n"
"5391.P001","n"
"5391.P002","n"
"5391.P003","n"
"5392.P001","n"
"5392.P002","n"
"5392.P003","n"
"5395.P001","n"
"5395.P002","n"
"5395.P003","n"
"5396.P001","n"
"5396.P002","n"
"5396.P003","n"
"5398.P001","n"
"5398.P002","n"
"5398.P003","n"
"5399.P001","n"
"5399.P002","n"
"5399.P003","n"
"5400.P001","n"
"5400.P002","n"
"5400.P003","n"
"5402.P001","n"
"5402.P002","n"
"5402.P003","n"
"5403.P001","n"
"5403.P002","n"
"5403.P003","n"
"5404.P001","n"
"5404.P002","y"
"5404.P003","n"
"5405.P001","n"
"5405.P002","y"
"5405.P003","n"
"5408.P001","n"
"5408.P002","n"
"5408.P003","n"
"5410.P001","n"
"5410.P002","n"
"5410.P003","n"
"5411.P001","n"
"5411.P002","n"
"5411.P003","n"
"5421.P001","n"
"5421.P002","n"
"5421.P003","n"
"5422.P001","n"
"5422.P002","n"
"5422.P003","n"
"5423.P001","n"
"5423.P002","n"
"5423.P003","n"
"5425.P001","n"
"5425.P002","n"
"5425.P003","n"
"5427.P001","n"
"5427.P002","n"
"5427.P003","n"
"5428.P001","n"
"5428.P002","n"
"5428.P003","n"
"5429.P001","n"
"5429.P002","n"
"5429.P003","n"
"5430.P001","n"
"5430.P002","n"
"5430.P003","n"
"5434.P001","n"
"5434.P002","n"
"5434.P003","n"
"5435.P001","n"
"5435.P002","n"
"5435.P003","n"
"5436.P001","n"
"5436.P002","n"
"5436.P003","n"
"5437.P001","n"
"5437.P002","n"
"5437.P003","n"
"5438.P001","n"
"5438.P002","n"
"5438.P003","n"
"5439.P001","n"
"5439.P002","n"
"5439.P003","n"
"5440.P001","n"
"5440.P002","n"
"5440.P003","n"
"5442.P001","n"
"5442.P002","n"
"5442.P003","n"
"5445.P001","n"
"5445.P002","n"
"5445.P003","n"
"5446.P001","n"
"5446.P002","n"
"5446.P003","n"
"5447.P001","n"
"5447.P002","n"
"5447.P003","n"
"5448.P001","n"
"5448.P002","n"
"5448.P003","n"
"5451.P001","n"
"5451.P002","n"
"5451.P003","n"
"5453.P001","n"
"5453.P002","n"
"5453.P003","n"
"5466.P001","n"
"5466.P002","n"
"5466.P003","n"
"5467.P001","n"
"5467.P002","n"
"5467.P003","n"
"5470.P001","n"
"5470.P002","n"
"5470.P003","n"
"5471.P001","n"
"5471.P002","n"
"5471.P003","n"
"5476.P001","n"
"5476.P002","n"
"5476.P003","n"
"5484.P001","n"
"5484.P002","n"
"5484.P003","n"
"5486.P001","n"
"5486.P002","n"
"5486.P003","n"
"5487.P001","n"
"5487.P002","n"
"5487.P003","n"
"5488.P001","n"
"5488.P002","n"
"5488.P003","n"
"5489.P001","n"
"5489.P002","n"
"5489.P003","n"
"5490.P001","n"
"5490.P002","n"
"5490.P003","n"
"5492.P001","n"
"5492.P002","n"
"5492.P003","n"
"5495.P001","n"
"5495.P002","n"
"5495.P003","n"
"5500.P001","n"
"5500.P002","n"
"5500.P003","n"
"5504.P001","n"
"5504.P002","n"
"5504.P003","n"
"5508.P001","n"
